pick_up_borough,avg_trip_distance,avg_fare
Bronx,33.17226528854436,31.56732701693942
Brooklyn,18.78760045924225,27.362821519930712
EWR,3.8620689655172415,80.86206896551724
Manhattan,4.015978259489747,15.957653983074874
Queens,14.812730102223787,49.93012130643776
Staten Island,9.284090909090908,27.897727272727273
